CH_SCHLIEREN_8952,ROLLI'S STEAKHOUSE_2520635825234960298,03.06.2012 10:13:41,86ab8853-e9d5-4ca6-a535-5512f21332ba,False,473972893,84482002,3,"Steak, Hot, stone, Business, lunch",Schlieren,0,0,cfec64df-1e60-4099-9857-af4069492790,03.06.2012 10:11:16,,4,0,0,22,CH,Rolli's Steakhouse,1,,+41-44-7300119,,8952,4,2,Zürcherstrasse 2,cfec64df-1e60-4099-9857-af4069492790,http://www.rollis-steakhouse.ch/
CH_ZÜRICH_8001,WAGAMAMA_2520635821658554868,03.06.2012 10:20:01,51d507f8-f641-4eda-a9af-54ba981433b2,False,473721085,85340204,3,"Asiatisch, schöner, Ausblick",Zürich,0,0,cfec64df-1e60-4099-9857-af4069492790,03.06.2012 10:17:14,sihlporte@wagamama.ch,3,0,0,22,CH,Wagamama,1,,+41-43-8886454,,8001,4,4,Talstrasse 83,cfec64df-1e60-4099-9857-af4069492790,http://www.wagamama.ch/
CH_ZÜRICH_8001,WINGS - AIRLINE BAR & LOUNGE_2520635799910777378,03.06.2012 10:59:04,ef119f1f-96e8-433d-9063-a70508890cee,False,473714218,854317,4,"Lounge, chill-out, netter, Service",Zürich,0,0,cfec64df-1e60-4099-9857-af4069492790,03.06.2012 10:53:28,info@wings-lounge.ch,5,0,0,24,CH,Wings - Airline Bar & Lounge,1,,+41-43-2684055,,8001,4,5,Limmatquai 54,cfec64df-1e60-4099-9857-af4069492790,http://www.wings-lounge.ch
CH_ZÜRICH_8037,KAFI SCHNAPS_2520635803058122046,03.06.2012 10:49:09,6d02e49b-12c5-41e7-8e0e-ec5b42f66d70,False,473910103,85360603,5,"Bar, Café, Chill-out",Zürich,0,0,cfec64df-1e60-4099-9857-af4069492790,03.06.2012 10:48:14,,5,0,0,24,CH,Kafi Schnaps,1,,+41-43-5388116,,8037,5,4,Kornhausstrasse 57,cfec64df-1e60-4099-9857-af4069492790,www.kafischnaps.ch/
DE_AHRENSBURG_22926,AHRENSBURGER GRILL_2520925950784833984,04.03.2012 18:32:55,e6a3e8ee-91e3-4d23-b57b-2352b16d8930,null,53678005,10218084,4,"große, Portionen, Grieche, Lieferservice",Ahrensburg,0,0,a3f3d34b-3037-4ab4-92fc-036a92481ae3,15.04.2011 13:05:12,info@ahrensburgergrill.de,5,0,0,22,DE,Ahrensburger Grill,1,,+49-4102-1404,,22926,5,5,Waldemar-Bonsels-weg 1,a3f3d34b-3037-4ab4-92fc-036a92481ae3,www.ahrensburgergrill.de
DE_AHRENSBURG_22926,RESTAURANT DUBROVNIK_2520925949007656249,04.03.2012 18:32:55,f854194b-7c4e-44c7-b223-f92a106302cc,null,53661514402894,102433636180887,0,,Ahrensburg,0,0,a3f3d34b-3037-4ab4-92fc-036a92481ae3,19.04.2011 22:13:07,,0,0,0,22,DE,Restaurant Dubrovnik,0,,+49-4102-51211,,22926,0,0,Ahrensfelderweg 52,a3f3d34b-3037-4ab4-92fc-036a92481ae3,http://tunici.schloss-stadt.de/
DE_AHRENSBURG_22926,SCHLOSS AHRENSBURG_2520925948984970703,04.03.2012 18:32:55,d7e28d49-0b02-4bf5-86c2-1b1231dbd80e,null,5368028,10240262,0,,Ahrensburg,0,0,a3f3d34b-3037-4ab4-92fc-036a92481ae3,19.04.2011 22:17:17,info@schloss-ahrensburg.de,0,0,9,57,DE,Schloss Ahrensburg,0,,+49-4102-42510,,22926,0,0,Lübecker Straße 1,a3f3d34b-3037-4ab4-92fc-036a92481ae3,http://www.schloss-ahrensburg.de
DE_AHRENSDORF_14974,KNUSPERSCHEUNE_2520714244604902091,04.03.2012 18:32:56,ffb81261-4bab-4f53-b93b-1173143ed8cd,False,52272113,13345262,0,,Ahrensdorf,0,0,c48b5422-7ea3-48a0-857b-d3c301846a05,04.03.2012 15:52:19,,0,0,0,22,DE,Knusperscheune,0,,,,14974,0,0,Soldpuhlweg 2,c48b5422-7ea3-48a0-857b-d3c301846a05,
DE_AHRENSDORF_14974,WALDFRIEDEN_2520714256736469975,04.03.2012 18:32:56,044a2e51-b565-4e68-abff-62dea8c747f2,False,52314121,13205602,0,,Ahrensdorf,0,0,c48b5422-7ea3-48a0-857b-d3c301846a05,04.03.2012 15:32:06,,0,0,0,22,DE,Waldfrieden,0,,,,14974,0,0,Grossbeerener Straße 2,c48b5422-7ea3-48a0-857b-d3c301846a05,
DE_ALT-HOHENSCHÖNHAUSEN_13055,APHRODITE GMBH_2520714259301083915,04.03.2012 18:32:56,60300e24-97c5-4673-b6f9-b7543c9e4534,False,52538113,13480161,0,,Alt-Hohenschönhausen,0,0,c48b5422-7ea3-48a0-857b-d3c301846a05,04.03.2012 15:27:49,,0,0,0,22,DE,Aphrodite GmbH,0,,,,13055,0,0,Konrad-Wolf-Straße 72,c48b5422-7ea3-48a0-857b-d3c301846a05,
